iter	Passed	Remaining
350	2430	4494
351	2437	4487
352	2444	4479
353	2450	4471
354	2454	4459
355	2460	4451
356	2469	4448
357	2479	4446
358	2492	4449
359	2501	4447
360	2507	4437
361	2511	4426
362	2516	4415
363	2520	4404
364	2525	4393
365	2532	4386
366	2539	4379
367	2543	4368
368	2548	4357
369	2553	4347
370	2557	4336
371	2563	4326
372	2572	4324
373	2581	4321
374	2591	4318
375	2595	4307
376	2603	4302
377	2610	4296
378	2615	4285
379	2620	4274
380	2624	4263
381	2631	4256
382	2639	4252
383	2644	4241
384	2648	4230
385	2652	4218
386	2656	4208
387	2661	4197
388	2668	4191
389	2683	4196
390	2695	4198
391	2700	4189
392	2707	4181
393	2711	4169
394	2715	4159
395	2720	4149
396	2727	4142
397	2734	4136
398	2740	4127
399	2746	4119
400	2750	4108
401	2754	4097
402	2762	4092
403	2772	4090
404	2779	4084
405	2787	4078
406	2792	4068
407	2796	4057
408	2801	4047
409	2805	4037
410	2810	4027
411	2814	4017
412	2819	4007
413	2827	4001
414	2833	3994
415	2838	3984
416	2843	3975
417	2849	3967
418	2854	3957
419	2858	3947
420	2863	3938
421	2877	3941
422	2885	3936
423	2890	3926
424	2897	3919
425	2901	3909
426	2906	3899
427	2910	3889
428	2916	3881
429	2923	3874
430	2930	3868
431	2934	3858
432	2938	3848
433	2943	3838
434	2948	3830
435	2953	3820
436	2961	3814
437	2978	3821
438	2983	3812
439	2988	3804
440	2995	3796
441	2999	3787
442	3005	3778
443	3009	3768
444	3017	3763
445	3023	3755
446	3028	3747
447	3033	3737
448	3037	3727
449	3044	3721
450	3049	3712
451	3055	3704
452	3067	3703
453	3080	3705
454	3086	3697
455	3092	3689
456	3097	3680
457	3101	3670
458	3106	3661
459	3113	3655
460	3121	3649
461	3126	3640
462	3130	3631
463	3135	3621
464	3139	3611
465	3144	3603
466	3150	3595
467	3155	3586
468	3170	3590
469	3180	3586
470	3187	3579
471	3191	3570
472	3195	3560
473	3202	3554
474	3210	3548
475	3216	3540
476	3221	3532
477	3225	3522
478	3230	3513
479	3234	3504
480	3239	3495
481	3243	3486
482	3249	3477
483	3256	3471
484	3267	3469
485	3276	3465
486	3290	3465
487	3296	3458
488	3301	3449
489	3308	3443
490	3316	3438
491	3320	3428
492	3325	3420
493	3330	3410
494	3334	3401
495	3338	3392
496	3342	3383
497	3347	3374
498	3365	3378
499	3369	3369
500	3374	3360
501	3379	3352
502	3384	3343
503	3388	3334
504	3393	3326
505	3398	3317
506	3402	3308
507	3407	3299
508	3412	3291
509	3417	3283
510	3421	3274
511	3425	3265
512	3430	3256
513	3434	3247
514	3439	3238
515	3443	3230
516	3448	3221
517	3452	3212
518	3460	3206
519	3471	3204
520	3478	3198
521	3483	3190
522	3490	3183
523	3495	3175
524	3499	3166
525	3504	3158
526	3511	3151
527	3517	3144
528	3521	3135
529	3528	3129
530	3533	3120
531	3542	3116
532	3556	3115
533	3565	3111
534	3570	3103
535	3578	3097
536	3588	3093
537	3595	3087
538	3599	3078
539	3603	3069
540	3608	3061
541	3612	3052
542	3617	3044
543	3623	3037
544	3629	3030
545	3635	3023
546	3640	3014
547	3652	3012
548	3663	3009
549	3670	3002
550	3681	3000
551	3687	2992
552	3692	2984
553	3696	2976
554	3701	2967
555	3705	2959
556	3710	2951
557	3715	2943
558	3720	2935
559	3725	2927
560	3730	2919
561	3740	2914
562	3752	2912
563	3764	2909
564	3769	2902
565	3774	2894
566	3783	2889
567	3790	2882
568	3794	2874
569	3798	2865
570	3802	2857
571	3807	2848
572	3812	2841
573	3818	2833
574	3823	2826
575	3828	2817
576	3835	2812
577	3849	2810
578	3860	2807
579	3868	2801
580	3875	2794
581	3881	2787
582	3886	2779
583	3890	2771
584	3895	2763
585	3901	2756
586	3906	2748
587	3911	2740
588	3916	2732
589	3921	2724
590	3926	2717
591	3934	2711
592	3943	2706
593	3951	2701
594	3957	2693
595	3963	2686
596	3967	2678
597	3972	2670
598	3977	2662
599	3982	2654
600	3986	2646
601	3990	2638
602	3996	2630
603	4001	2623
604	4007	2616
605	4012	2608
606	4018	2601
607	4025	2595
608	4039	2593
609	4050	2589
610	4058	2583
611	4065	2577
612	4072	2570
613	4078	2564
614	4085	2557
615	4091	2550
616	4097	2543
617	4104	2537
618	4111	2530
619	4118	2524
620	4125	2517
621	4139	2515
622	4152	2512
623	4156	2504
624	4161	2496
625	4167	2490
626	4172	2482
627	4177	2474
628	4181	2466
629	4185	2458
630	4190	2450
631	4195	2443
632	4200	2435
633	4205	2427
634	4209	2419
635	4213	2411
636	4218	2403
637	4227	2398
638	4237	2394
639	4246	2388
640	4250	2380
641	4256	2373
642	4261	2366
643	4267	2358
644	4271	2351
645	4275	2343
646	4280	2335
647	4287	2328
648	4292	2321
649	4296	2313
650	4301	2305
651	4306	2298
652	4310	2290
653	4315	2282
654	4321	2276
655	4326	2268
656	4331	2261
657	4340	2256
658	4351	2251
659	4362	2247
660	4367	2239
661	4372	2232
662	4377	2225
663	4382	2217
664	4386	2209
665	4391	2202
666	4395	2194
667	4399	2186
668	4404	2179
669	4409	2171
670	4414	2164
671	4418	2156
672	4428	2151
673	4438	2146
674	4447	2141
675	4456	2135
676	4460	2128
677	4465	2121
678	4472	2114
679	4477	2107
680	4483	2100
681	4488	2092
682	4492	2085
683	4496	2077
684	4501	2070
685	4506	2062
686	4510	2055
687	4515	2047
688	4519	2040
689	4523	2032
690	4528	2024
691	4532	2017
692	4541	2011
693	4548	2005
694	4553	1998
695	4561	1992
696	4567	1985
697	4572	1978
698	4577	1970
699	4581	1963
700	4585	1956
701	4590	1948
702	4594	1941
703	4599	1933
704	4603	1926
705	4608	1919
706	4612	1911
707	4617	1904
708	4622	1897
709	4632	1891
710	4641	1886
711	4647	1879
712	4651	1872
713	4657	1865
714	4662	1858
715	4667	1851
716	4673	1844
717	4680	1838
718	4684	1830
719	4689	1823
720	4694	1816
721	4699	1809
722	4704	1802
723	4709	1795
724	4714	1788
725	4719	1781
726	4722	1773
727	4728	1766
728	4738	1761
729	4758	1760
730	4765	1753
731	4779	1749
732	4787	1743
733	4794	1737
734	4801	1731
735	4808	1724
736	4824	1721
737	4834	1716
738	4842	1710
739	4850	1704
740	4858	1698
741	4864	1691
742	4872	1685
743	4877	1678
744	4881	1670
745	4886	1663
746	4890	1656
747	4894	1649
748	4899	1641
749	4904	1634
750	4911	1628
751	4919	1622
752	4923	1615
753	4928	1608
754	4934	1601
755	4945	1596
756	4956	1591
757	4970	1586
758	4978	1580
759	4982	1573
760	4988	1566
761	4993	1559
762	4998	1552
763	5003	1545
764	5011	1539
765	5019	1533
766	5029	1527
767	5039	1522
768	5049	1516
769	5057	1510
770	5066	1504
771	5070	1497
772	5075	1490
773	5079	1483
774	5083	1475
775	5088	1468
776	5092	1461
777	5096	1454
778	5103	1447
779	5111	1441
780	5116	1434
781	5120	1427
782	5125	1420
783	5132	1413
784	5140	1407
785	5148	1401
786	5157	1395
787	5165	1389
788	5169	1382
789	5174	1375
790	5178	1368
791	5182	1361
792	5188	1354
793	5193	1347
794	5200	1341
795	5207	1334
796	5212	1327
797	5233	1324
798	5240	1318
799	5253	1313
800	5262	1307
801	5271	1301
802	5277	1294
803	5282	1287
804	5287	1280
805	5294	1274
806	5301	1267
807	5307	1261
808	5312	1254
809	5316	1247
810	5321	1240
811	5326	1233
812	5336	1227
813	5350	1222
814	5356	1215
815	5361	1209
816	5368	1202
817	5372	1195
818	5377	1188
819	5382	1181
820	5387	1174
821	5394	1168
822	5401	1161
823	5405	1154
824	5416	1148
825	5426	1143
826	5435	1137
827	5443	1130
828	5451	1124
829	5455	1117
830	5459	1110
831	5464	1103
832	5469	1096
833	5475	1089
834	5480	1082
835	5486	1076
836	5493	1069
837	5499	1063
838	5504	1056
839	5508	1049
840	5512	1042
841	5517	1035
842	5526	1029
843	5540	1024
844	5551	1018
845	5557	1011
846	5561	1004
847	5566	997
848	5571	990
849	5576	984
850	5584	977
851	5592	971
852	5597	964
853	5602	957
854	5606	950
855	5612	944
856	5621	938
857	5635	932
858	5645	926
859	5650	919
860	5655	913
861	5660	906
862	5665	899
863	5669	892
864	5674	885
865	5683	879
866	5690	873
867	5695	866
868	5700	859
869	5704	852
870	5709	845
871	5713	838
872	5717	831
873	5729	826
874	5740	820
875	5745	813
876	5751	806
877	5756	799
878	5760	792
879	5764	786
880	5769	779
881	5776	772
882	5785	766
883	5789	759
884	5794	752
885	5798	746
886	5803	739
887	5811	732
888	5824	727
889	5832	720
890	5838	714
891	5842	707
892	5846	700
893	5851	693
894	5855	687
895	5860	680
896	5865	673
897	5871	666
898	5879	660
899	5887	654
900	5892	647
901	5897	640
902	5902	634
903	5906	627
904	5910	620
905	5915	613
906	5922	607
907	5936	601
908	5947	595
909	5952	588
910	5959	582
911	5969	575
912	5976	569
913	5983	563
914	5988	556
915	5993	549
916	5998	542
917	6002	536
918	6010	529
919	6029	524
920	6034	517
921	6038	510
922	6043	504
923	6051	497
924	6058	491
925	6065	484
926	6072	478
927	6078	471
928	6082	464
929	6088	458
930	6092	451
931	6096	444
932	6101	438
933	6105	431
934	6112	424
935	6123	418
936	6133	412
937	6145	406
938	6152	399
939	6165	393
940	6172	387
941	6177	380
942	6182	373
943	6189	367
944	6194	360
945	6199	353
946	6203	347
947	6221	341
948	6231	334
949	6239	328
950	6245	321
951	6249	315
952	6255	308
953	6271	302
954	6275	295
955	6279	289
956	6284	282
957	6288	275
958	6294	269
959	6299	262
960	6309	256
961	6318	249
962	6331	243
963	6338	236
964	6343	230
965	6348	223
966	6356	216
967	6363	210
968	6368	203
969	6373	197
970	6377	190
971	6382	183
972	6386	177
973	6391	170
974	6399	164
975	6416	157
976	6421	151
977	6427	144
978	6431	137
979	6436	131
980	6440	124
981	6444	118
982	6451	111
983	6459	105
984	6465	98
985	6469	91
986	6474	85
987	6478	78
988	6483	72
989	6487	65
990	6492	58
991	6501	52
992	6508	45
993	6517	39
994	6527	32
995	6534	26
996	6539	19
997	6546	13
998	6557	6
999	6561	0
