iter	RMSE
513	92.14780294
514	92.09902987
515	92.05488079
516	92.03583845
517	91.99477808
518	91.95698342
519	91.88607976
520	91.85330728
521	91.81379865
522	91.76275109
523	91.69033767
524	91.64867178
525	91.59820501
526	91.57712153
527	91.53060592
528	91.49191478
529	91.42583015
530	91.35193637
531	91.30535648
532	91.27843497
533	91.25659468
534	91.2025398
535	91.1045545
536	91.05574044
537	91.03609723
538	91.00590654
539	90.97284948
540	90.95923997
541	90.92030699
542	90.88084511
543	90.82908076
544	90.79078668
545	90.75046657
546	90.69764304
547	90.65926173
548	90.62060181
549	90.57791742
550	90.53164459
551	90.51313518
552	90.47899295
553	90.42814761
554	90.36968263
555	90.34799891
556	90.30145204
557	90.24491293
558	90.21592314
559	90.17863562
560	90.14659825
561	90.0816401
562	90.05533579
563	89.99449844
564	89.94992163
565	89.93159194
566	89.88263356
567	89.80944785
568	89.78410093
569	89.73263596
570	89.71571991
571	89.68566145
572	89.62600492
573	89.60722461
574	89.58687806
575	89.54410971
576	89.50460344
577	89.48876234
578	89.451553
579	89.41072932
580	89.37320713
581	89.34012073
582	89.31986628
583	89.29271005
584	89.24744125
585	89.17494135
586	89.11510362
587	89.09190435
588	89.06967467
589	89.05612748
590	89.03634319
591	88.98798781
592	88.91467672
593	88.8856536
594	88.8538353
595	88.80753115
596	88.76889592
597	88.71737527
598	88.65970251
599	88.62334752
600	88.59098772
601	88.56407625
602	88.51739291
603	88.48587632
604	88.44284637
605	88.39214907
606	88.32598653
607	88.29246736
608	88.24496252
609	88.2006834
610	88.15983222
611	88.11806627
612	88.07441101
613	88.06038957
614	88.03644013
615	88.00636496
616	87.97774258
617	87.93206212
618	87.91339479
619	87.88878406
620	87.84325519
621	87.80672301
622	87.75421453
623	87.73608277
624	87.67889042
625	87.65746198
626	87.64174884
627	87.62472746
628	87.59604075
629	87.57317305
630	87.54148395
631	87.50701376
632	87.45079609
633	87.42918533
634	87.38454269
635	87.35534941
636	87.30211668
637	87.27737633
638	87.23058033
639	87.19081401
640	87.17798717
641	87.14277088
642	87.12078476
643	87.05929789
644	87.04165684
645	87.01009993
646	86.97523903
647	86.9430797
648	86.89973222
649	86.88772109
650	86.86253432
651	86.83436944
652	86.81906319
653	86.77492235
654	86.7286071
655	86.67910231
656	86.64444279
657	86.62133922
658	86.59570794
659	86.56796805
660	86.54462098
661	86.50810569
662	86.45108368
663	86.43496834
664	86.41665298
665	86.39621538
666	86.37242203
667	86.34090053
668	86.3057704
669	86.27689527
670	86.25813196
671	86.21464001
672	86.19161804
673	86.17003787
674	86.13893815
675	86.11244993
676	86.09515332
677	86.06285245
678	86.03259492
679	85.98188321
680	85.95324366
681	85.92116364
682	85.8989708
683	85.86611393
684	85.83820257
685	85.81161646
686	85.77824396
687	85.76542717
688	85.74781708
689	85.71188227
690	85.65788212
691	85.61583854
692	85.59824869
693	85.56413353
694	85.51643161
695	85.47929075
696	85.4462761
697	85.40449966
698	85.368011
699	85.31457109
700	85.2999358
701	85.26873583
702	85.25571175
703	85.23696823
704	85.21749151
705	85.19150685
706	85.17908983
707	85.13959458
708	85.12510387
709	85.0647677
710	85.04094566
711	85.01870125
712	84.9924996
713	84.96918886
714	84.94601838
715	84.91085644
716	84.88651913
717	84.86614375
718	84.83840665
719	84.81406303
720	84.77609756
721	84.73966598
722	84.72029774
723	84.6783454
724	84.64080147
725	84.60421096
726	84.59438377
727	84.5738171
728	84.55489955
729	84.54190486
730	84.52973812
731	84.51773633
732	84.49076328
733	84.47199024
734	84.45254982
735	84.43408659
736	84.40931725
737	84.38709808
738	84.35214306
739	84.33425658
740	84.29159208
741	84.2587172
742	84.2352847
743	84.20981846
744	84.19883051
745	84.15271105
746	84.13768422
747	84.11568436
748	84.07871076
749	84.05634409
750	84.02033108
751	83.98587941
752	83.95760151
753	83.92855295
754	83.91069699
755	83.87694603
756	83.84167266
757	83.82190003
758	83.80070436
759	83.77139349
760	83.73384051
761	83.70465891
762	83.69174746
763	83.67556094
764	83.65039516
765	83.6386007
766	83.60048339
767	83.5338112
768	83.52163832
769	83.51077292
770	83.49680849
771	83.46858038
772	83.43653725
773	83.40974408
774	83.39180702
775	83.38009944
776	83.35425259
777	83.33714576
778	83.31992104
779	83.29733706
780	83.27187981
781	83.23641964
782	83.21420379
783	83.20380758
784	83.18640121
785	83.14959946
786	83.13153906
787	83.10560858
788	83.08073747
789	83.05980084
790	83.0454722
791	83.01207936
792	82.95475848
793	82.92280591
794	82.89603368
795	82.88754976
796	82.8638001
797	82.85113282
798	82.82910307
799	82.8112508
800	82.79875179
801	82.77968553
802	82.77040843
803	82.7502319
804	82.66946734
805	82.64564131
806	82.62403152
807	82.59766811
808	82.566044
809	82.54072868
810	82.50791002
811	82.48566081
812	82.45401549
813	82.42712123
814	82.41480515
815	82.37581373
816	82.36044058
817	82.34618386
818	82.31725808
819	82.30507258
820	82.28751974
821	82.25712612
822	82.24079183
823	82.22950848
824	82.19414133
825	82.16537908
826	82.12609939
827	82.09920649
828	82.07457609
829	82.04333113
830	82.03236851
831	82.00212311
832	81.93253474
833	81.90100924
834	81.86291404
835	81.85343234
836	81.82078385
837	81.80425923
838	81.78156004
839	81.70623938
840	81.69487455
841	81.68381351
842	81.67285828
843	81.66227712
844	81.63654706
845	81.62740797
846	81.61144198
847	81.58498172
848	81.57148899
849	81.53475089
850	81.50509924
851	81.48039736
852	81.46452159
853	81.45135872
854	81.43479797
855	81.41759045
856	81.38375152
857	81.35533932
858	81.34448283
859	81.31683212
860	81.30501686
861	81.28237778
862	81.24800047
863	81.20374236
864	81.18901632
865	81.16353223
866	81.13724857
867	81.10706778
868	81.06554264
869	81.04821005
870	81.02515822
871	81.01109762
872	80.98554967
873	80.96605872
874	80.93797348
875	80.92530055
876	80.89879222
877	80.87169536
878	80.84838114
879	80.83476385
880	80.80975774
881	80.80106004
882	80.78469786
883	80.75924418
884	80.74009486
885	80.71664739
886	80.67834747
887	80.66373569
888	80.64860725
889	80.63352012
890	80.59843294
891	80.57519136
892	80.55951424
893	80.55135936
894	80.54438265
895	80.5051365
896	80.48135202
897	80.47140091
898	80.44342641
899	80.41793082
900	80.40471111
901	80.37382494
902	80.34078124
903	80.32875985
904	80.29431746
905	80.27533239
906	80.25014414
907	80.22205538
908	80.20381482
909	80.19482523
910	80.17695157
911	80.1505565
912	80.12430567
913	80.10388621
914	80.0795969
915	80.02502305
916	80.00126551
917	79.99271647
918	79.97127689
919	79.94633808
920	79.9165115
921	79.87703549
922	79.86114499
923	79.84427239
924	79.78758657
925	79.77098858
926	79.74334142
927	79.72527465
928	79.70171275
929	79.6846263
930	79.671949
931	79.64807012
932	79.62420064
933	79.61725361
934	79.60721286
935	79.58524053
936	79.57530606
937	79.55760212
938	79.53438822
939	79.52361182
940	79.50207813
941	79.48206613
942	79.45290211
943	79.39422001
944	79.36902462
945	79.34560132
946	79.33400396
947	79.3087657
948	79.28272688
949	79.27122248
950	79.24428193
951	79.22786083
952	79.21450936
953	79.18908264
954	79.17358152
955	79.14172028
956	79.12984063
957	79.11203065
958	79.10420089
959	79.08663713
960	79.06625736
961	79.04226164
962	79.02308837
963	78.97605608
964	78.95808235
965	78.93460254
966	78.91088467
967	78.89849543
968	78.87962465
969	78.85337871
970	78.83161475
971	78.81052855
972	78.80071476
973	78.78324425
974	78.76556342
975	78.75066362
976	78.72009726
977	78.69528073
978	78.67951891
979	78.66123077
980	78.63648252
981	78.62360042
982	78.61383452
983	78.58600576
984	78.56969635
985	78.55120329
986	78.54125394
987	78.53449005
988	78.52489037
989	78.51439017
990	78.49405288
991	78.47463619
992	78.45609957
993	78.43780296
994	78.4218602
995	78.3886484
996	78.38317631
997	78.36977798
998	78.34630427
999	78.31874712
