iter	Passed	Remaining
614	105388	65975
615	105531	65785
616	105647	65580
617	105775	65382
618	105925	65197
619	106046	64996
620	106197	64813
621	106329	64618
622	106483	64436
623	106657	64268
624	106827	64096
625	106954	63899
626	107084	63703
627	107213	63508
628	107379	63335
629	107529	63152
630	107643	62948
631	107767	62750
632	107917	62568
633	108018	62357
634	108153	62166
635	108268	61964
636	108392	61768
637	108545	61588
638	108717	61419
639	108849	61227
640	109020	61058
641	109113	60845
642	109274	60670
643	109422	60488
644	109533	60285
645	109714	60122
646	109911	59967
647	110043	59776
648	110211	59605
649	110338	59413
650	110470	59222
651	110616	59040
652	110772	58863
653	110973	58710
654	111079	58507
655	111219	58322
656	111320	58116
657	111440	57922
658	111576	57735
659	111719	57552
660	111859	57368
661	112029	57199
662	112208	57034
663	112371	56862
664	112540	56693
665	112717	56528
666	112867	56348
667	112982	56152
668	113103	55960
669	113224	55767
670	113360	55582
671	113493	55395
672	113601	55197
673	113719	55004
674	113864	54823
675	114002	54640
676	114101	54438
677	114196	54234
678	114332	54051
679	114486	53876
680	114624	53693
681	114771	53515
682	114933	53344
683	115103	53176
684	115262	53003
685	115364	52805
686	115539	52640
687	115695	52466
688	115816	52277
689	115950	52093
690	116117	51925
691	116273	51751
692	116397	51564
693	116511	51372
694	116668	51199
695	116807	51019
696	116963	50846
697	117065	50650
698	117244	50487
699	117409	50318
700	117561	50144
701	117685	49957
702	117819	49775
703	117974	49602
704	118160	49443
705	118306	49266
706	118438	49084
707	118608	48917
708	118730	48731
709	118926	48575
710	119084	48404
711	119243	48233
712	119455	48083
713	119636	47921
714	119831	47764
715	120020	47605
716	120210	47447
717	120400	47288
718	120558	47116
719	120779	46969
720	120966	46809
721	121111	46633
722	121279	46465
723	121449	46298
724	121605	46126
725	121744	45947
726	121898	45774
727	122023	45591
728	122162	45412
729	122285	45228
730	122445	45058
731	122575	44877
732	122749	44712
733	122910	44542
734	123007	44349
735	123123	44163
736	123245	43980
737	123446	43825
738	123611	43657
739	123763	43484
740	123916	43312
741	124066	43138
742	124227	42969
743	124344	42785
744	124499	42613
745	124647	42440
746	124793	42265
747	124945	42094
748	125138	41935
749	125271	41757
750	125432	41588
751	125572	41412
752	125731	41242
753	125880	41069
754	126027	40896
755	126199	40731
756	126370	40565
757	126510	40389
758	126669	40220
759	126811	40045
760	126954	39871
761	127108	39700
762	127223	39517
763	127318	39328
764	127421	39142
765	127520	38955
766	127617	38767
767	127729	38584
768	127835	38400
769	127943	38216
770	128050	38033
771	128172	37854
772	128266	37666
773	128370	37482
774	128476	37299
775	128622	37128
776	128762	36954
777	128909	36784
778	129046	36610
779	129171	36432
780	129265	36247
781	129433	36082
782	129592	35915
783	129757	35749
784	129933	35586
785	130059	35410
786	130168	35229
787	130320	35060
788	130443	34884
789	130590	34713
790	130699	34533
791	130846	34363
792	130976	34189
793	131141	34024
794	131289	33854
795	131690	33749
796	131985	33617
797	132373	33508
798	132551	33345
799	132699	33174
800	132885	33013
801	133113	32863
802	133271	32695
803	133539	32554
804	133706	32388
805	133883	32225
806	134101	32071
807	134340	31922
808	134514	31757
809	134667	31588
810	134851	31426
811	135050	31267
812	135300	31120
813	135534	30969
814	135732	30810
815	135937	30652
816	136112	30487
817	136260	30317
818	136430	30151
819	136588	29982
820	136811	29828
821	136931	29651
822	137084	29482
823	137217	29308
824	137393	29144
825	137504	28965
826	137666	28798
827	137811	28627
828	137929	28451
829	138106	28286
830	138251	28116
831	138395	27945
832	138533	27773
833	138684	27603
834	138892	27445
835	139025	27272
836	139173	27103
837	139339	26936
838	139508	26770
839	139655	26601
840	139823	26435
841	140018	26274
842	140137	26099
843	140259	25924
844	140449	25762
845	140599	25593
846	140724	25420
847	140835	25244
848	140932	25065
849	141054	24892
850	141196	24721
851	141341	24552
852	141484	24382
853	141599	24207
854	141705	24031
855	141828	23859
856	141985	23691
857	142157	23527
858	142313	23359
859	142442	23188
860	142620	23024
861	142791	22859
862	142937	22691
863	143092	22523
864	143258	22358
865	143395	22188
866	143545	22020
867	143653	21845
868	143801	21677
869	143906	21503
870	144078	21338
871	144227	21170
872	144376	21003
873	144540	20837
874	144674	20667
875	144885	20508
876	145023	20339
877	145144	20168
878	145271	19997
879	145436	19832
880	145617	19669
881	145749	19499
882	145867	19327
883	145974	19155
884	146130	18988
885	146311	18825
886	146454	18657
887	146575	18487
888	146771	18325
889	146884	18154
890	147011	17984
891	147118	17812
892	147312	17651
893	147425	17479
894	147532	17308
895	147639	17136
896	147814	16973
897	147965	16806
898	148077	16636
899	148214	16468
900	148378	16303
901	148550	16139
902	148725	15976
903	148909	15813
904	149080	15649
905	149223	15482
906	149408	15319
907	149546	15152
908	149689	14985
909	149851	14820
910	150008	14655
911	150125	14485
912	150280	14320
913	150425	14153
914	150574	13987
915	150694	13819
916	150852	13654
917	151021	13489
918	151209	13327
919	151363	13162
920	151530	12997
921	151692	12833
922	151871	12669
923	151971	12499
924	152128	12334
925	152320	12172
926	152483	12007
927	152637	11842
928	152771	11675
929	152916	11509
930	153067	11344
931	153267	11182
932	153449	11019
933	153606	10854
934	153799	10691
935	153986	10528
936	154188	10367
937	154382	10204
938	154635	10045
939	154853	9884
940	155095	9724
941	155273	9560
942	155476	9397
943	155749	9239
944	155951	9076
945	156191	8915
946	156344	8750
947	156519	8585
948	156702	8421
949	156820	8253
950	156953	8086
951	157079	7919
952	157232	7754
953	157365	7587
954	157507	7421
955	157629	7254
956	157794	7090
957	157903	6922
958	158028	6756
959	158180	6590
960	158310	6424
961	158449	6258
962	158579	6092
963	158711	5926
964	158814	5760
965	158944	5594
966	159069	5428
967	159182	5262
968	159336	5097
969	159425	4930
970	159578	4765
971	159697	4600
972	159828	4435
973	159952	4269
974	160066	4104
975	160183	3938
976	160325	3774
977	160483	3610
978	160631	3445
979	160799	3281
980	160935	3117
981	161098	2952
982	161198	2787
983	161329	2623
984	161460	2458
985	161553	2293
986	161682	2129
987	161799	1965
988	161916	1800
989	162008	1636
990	162139	1472
991	162288	1308
992	162405	1144
993	162526	981
994	162642	817
995	162759	653
996	162916	490
997	163028	326
998	163155	163
999	163286	0
