iter	MAPE	RMSE
106	0.2311554415	2656.288677
107	0.2311427285	2655.310409
108	0.2306908163	2653.008406
109	0.2301974603	2643.202435
110	0.2292993839	2640.934834
111	0.2291276967	2639.602241
112	0.2284351874	2636.849979
113	0.2283888837	2635.396695
114	0.2282314844	2634.615077
115	0.2280430139	2630.377075
116	0.2278292966	2625.713857
117	0.2272981954	2621.024498
118	0.2271081203	2620.500848
119	0.2268707935	2617.774616
120	0.22675387	2614.882485
121	0.2269541528	2610.625908
122	0.2268795281	2606.888011
123	0.2267265694	2603.605303
124	0.2264126479	2599.441443
125	0.2263145325	2593.864877
126	0.2261211776	2592.881813
127	0.2253831573	2589.667155
128	0.2252447032	2587.481794
129	0.2252936211	2586.092981
130	0.2250973115	2584.767525
131	0.2249952978	2578.940005
132	0.2249433742	2577.939012
133	0.2247548325	2577.503908
134	0.2247486615	2574.220278
135	0.2247171996	2572.506953
136	0.224610806	2570.465805
137	0.2245628326	2569.849616
138	0.2243511284	2568.287807
139	0.2242317713	2567.172832
140	0.2242118847	2565.978315
141	0.2237473985	2565.285809
142	0.2237143633	2564.551667
143	0.2236242347	2563.422914
144	0.223364031	2557.931165
145	0.2232324189	2557.277981
146	0.2231179274	2556.282226
147	0.2221139748	2553.658862
148	0.2220014032	2551.534632
149	0.2220022807	2548.851608
150	0.2219629838	2547.719195
151	0.2219611105	2547.006217
152	0.2219437587	2545.260994
153	0.2217647299	2543.171943
154	0.2218421971	2541.972185
155	0.2218414694	2541.183909
156	0.2217846584	2539.524193
157	0.2216125435	2539.252359
158	0.2212833576	2537.24664
159	0.2212145225	2535.338657
160	0.2211596453	2524.840662
161	0.2213188553	2523.136627
162	0.2214608726	2521.225937
163	0.2211421087	2517.440443
164	0.2211273177	2510.974092
165	0.2206798281	2509.37862
166	0.2206368088	2508.883123
167	0.2204079704	2503.720765
168	0.2201803714	2499.376812
169	0.2198791714	2497.744666
170	0.2197205966	2495.87846
171	0.2194364143	2494.651184
172	0.2194295753	2494.100274
173	0.2193947248	2493.457206
174	0.2191149322	2492.339457
175	0.2189300693	2491.449325
176	0.2187730002	2487.053974
177	0.2183456639	2485.720931
178	0.2182308551	2484.68864
179	0.2183841155	2481.018308
180	0.2185690612	2478.412803
181	0.2184740827	2476.551283
182	0.2184487077	2474.357121
183	0.2182187458	2470.649864
184	0.2183610279	2468.892321
185	0.2180756306	2464.068495
186	0.2177688897	2462.040003
187	0.2177513091	2461.261544
188	0.2178755158	2460.57673
189	0.2178647924	2459.671731
190	0.2180499	2458.081432
191	0.2179677431	2455.633615
192	0.2178835238	2454.280594
193	0.2179257675	2453.196861
194	0.2176169251	2451.916838
195	0.21702614	2447.371007
196	0.2169595323	2446.747624
197	0.2167121967	2445.049207
198	0.2166929743	2444.666368
199	0.2167293074	2443.780985
200	0.216651824	2443.186976
201	0.2166326964	2442.915487
202	0.2165622978	2441.661027
203	0.2164313213	2440.417939
204	0.2163313681	2437.342143
205	0.216310588	2434.372026
206	0.2155256748	2432.217719
207	0.2153831009	2431.669986
208	0.2152807901	2430.165806
209	0.2157016201	2427.948685
210	0.2156505058	2426.728925
211	0.215583389	2426.235865
212	0.2155103345	2425.078656
213	0.2152164899	2424.738117
214	0.2151404174	2424.601378
215	0.2151395503	2424.417503
216	0.2151217275	2424.283602
217	0.2151253863	2423.457746
218	0.214163294	2422.231934
219	0.2143456569	2421.462123
220	0.2143960923	2421.321659
221	0.2143849919	2418.065126
222	0.2143053157	2416.391158
223	0.2141667374	2415.052936
224	0.2140904831	2414.652951
225	0.2138679052	2413.45765
226	0.2134016463	2412.02359
227	0.2133387404	2411.075885
228	0.2132707656	2407.777074
229	0.2123424991	2404.22114
230	0.2126033686	2400.093083
231	0.2123428721	2396.071758
232	0.212311354	2395.642235
233	0.2120216705	2393.368996
234	0.2117779193	2391.555204
235	0.2118117791	2389.925308
236	0.2112097638	2387.559147
237	0.2109507241	2383.468316
238	0.2108633529	2380.75721
239	0.2107550342	2379.939626
240	0.2103150356	2378.445895
241	0.2096815994	2377.720642
242	0.2095968938	2376.228294
243	0.2095950571	2376.027136
244	0.2090826087	2375.736391
245	0.209081278	2373.385884
246	0.2089869955	2373.259559
247	0.2086294991	2372.463413
248	0.2085574799	2370.708792
249	0.2086224417	2369.615918
250	0.2085950691	2369.394796
251	0.2083667822	2366.981097
252	0.2083361911	2366.510072
253	0.2083205422	2366.464642
254	0.2082853	2366.274214
255	0.2082875739	2366.006957
256	0.2082959781	2365.602886
257	0.2082784994	2365.273021
258	0.2082148383	2363.80477
259	0.2081871696	2363.691095
260	0.2081778145	2363.110799
261	0.2081773367	2362.901855
262	0.2081112592	2362.793496
263	0.207944306	2362.514359
264	0.2079403336	2362.450664
265	0.2079185605	2362.044207
266	0.207914098	2361.946214
267	0.2078036914	2361.444093
268	0.2077426083	2361.068929
269	0.2077153605	2360.708959
270	0.207779767	2360.033995
271	0.2077601549	2359.512743
272	0.2076971358	2359.258983
273	0.2076427399	2359.021744
274	0.2071845808	2356.450298
275	0.2071789714	2356.398458
276	0.2071826113	2356.375255
277	0.2072093601	2355.625019
278	0.2072570004	2354.605642
279	0.2069297127	2353.70184
280	0.2069433484	2351.516633
281	0.2068418259	2351.324979
282	0.2062012262	2349.718963
283	0.2062446245	2349.495992
284	0.2061524278	2349.103402
285	0.2060502235	2346.566937
286	0.2060187499	2345.892341
287	0.2059887758	2345.285774
288	0.2059753646	2342.718002
289	0.2056843263	2338.736655
290	0.2056584887	2336.695751
291	0.2056326773	2336.113213
292	0.2054186372	2333.767886
293	0.2053215941	2332.382569
294	0.2051849869	2329.796573
295	0.20513821	2327.213863
296	0.2050801393	2326.455699
297	0.2050466448	2324.820872
298	0.2050013031	2323.807264
299	0.2050006113	2323.74397
300	0.205397759	2321.770517
301	0.2053790958	2321.326743
302	0.2053052285	2320.935773
303	0.205222674	2319.395666
304	0.2049995638	2319.219269
305	0.2050023092	2318.361243
306	0.2049968981	2318.11208
307	0.2049489808	2317.54734
308	0.2049148196	2316.890833
309	0.2048688599	2316.087814
310	0.2048706316	2315.988669
311	0.2047237046	2315.863226
312	0.204732102	2314.599349
313	0.20465186	2313.531338
314	0.2047253448	2313.15681
315	0.2047093603	2313.095318
316	0.2045845292	2311.118731
317	0.2046096624	2310.809773
318	0.2046611795	2310.39105
319	0.2046279179	2309.730269
320	0.2045408965	2308.056787
321	0.2040844878	2306.915169
322	0.2039189821	2304.997133
323	0.2038882993	2303.859905
324	0.2038205783	2302.303636
325	0.2037253673	2300.61524
326	0.2036936291	2299.803432
327	0.2038640868	2297.670778
328	0.2041189195	2297.155389
329	0.203799124	2294.666582
330	0.2036322648	2293.497046
331	0.2035912439	2291.769226
332	0.2036022931	2291.292726
333	0.2035050479	2289.389631
334	0.2039648165	2287.759342
335	0.2037443178	2286.147783
336	0.2038683409	2284.669098
337	0.2037843528	2282.338263
338	0.2037457059	2282.101984
339	0.2034410217	2280.448665
340	0.2034206507	2279.952285
341	0.2033490583	2279.703618
342	0.2032360096	2279.174936
343	0.2031859951	2277.457768
344	0.2031889576	2274.752281
345	0.2031340875	2274.391797
346	0.2029439544	2273.852724
347	0.2028652067	2273.352729
348	0.2028555741	2273.216625
349	0.2030262896	2269.273194
350	0.2034165007	2268.760536
351	0.2033644992	2268.531668
352	0.2033373149	2268.054465
353	0.2034017526	2267.348343
354	0.2033332327	2267.194108
355	0.2033136307	2266.865336
356	0.2036433544	2266.048838
357	0.2036582998	2265.978067
358	0.2036167734	2265.681131
359	0.2035260955	2265.152741
360	0.203463268	2264.936728
361	0.2034072454	2264.548324
362	0.2034040523	2264.40159
363	0.2033236852	2263.351262
364	0.2024641788	2262.140955
365	0.2024907185	2261.657841
366	0.2024985648	2261.261356
367	0.2026108154	2260.121912
368	0.2026845126	2258.558373
369	0.2026632053	2257.846011
370	0.2024158302	2257.228007
371	0.2023630494	2255.388915
372	0.202487147	2255.002992
373	0.2024765259	2254.781182
374	0.2023714535	2253.671547
375	0.2023850456	2253.117435
376	0.2022899654	2252.154414
377	0.2022297909	2251.631358
378	0.2021771977	2249.77559
379	0.2021749139	2249.677977
380	0.2021824378	2249.606934
381	0.2020662411	2248.051306
382	0.2021509041	2247.562027
383	0.2021637534	2246.249792
384	0.202100358	2245.040025
385	0.2020676976	2244.73474
386	0.2020656059	2244.510421
387	0.2020247233	2243.815963
388	0.2019462315	2242.300174
389	0.2019262554	2242.252087
390	0.2018871253	2242.034444
391	0.2018747587	2241.409732
392	0.2018731243	2241.375143
393	0.2018523792	2241.239342
394	0.2017922166	2239.151927
395	0.2016139508	2237.719531
396	0.2016013043	2237.652833
397	0.2015155578	2237.191844
398	0.201560494	2236.461663
399	0.2015993786	2235.489685
400	0.2015787985	2234.4928
401	0.2015688571	2232.257229
402	0.20141731	2231.045222
403	0.2012904464	2227.354153
404	0.2012898896	2225.997287
405	0.2014134215	2223.64318
406	0.201466213	2221.081768
407	0.2014718649	2219.083435
408	0.2014397141	2218.105845
409	0.201408428	2217.088418
410	0.201355758	2215.323616
411	0.2012857337	2214.236665
412	0.201357713	2212.150939
413	0.2012901611	2211.739088
414	0.2012766811	2211.579041
415	0.2010733438	2211.052356
416	0.2010756273	2210.990995
417	0.2009662057	2210.682094
418	0.2008661221	2210.1705
419	0.2009121746	2209.174395
420	0.2008506342	2207.77495
421	0.2008109396	2207.627916
422	0.2005701851	2206.674048
423	0.2005573748	2206.320206
424	0.2004346284	2205.624064
425	0.2004350556	2203.099899
426	0.2004274861	2202.899159
427	0.2003544055	2202.776299
428	0.2002829283	2201.992258
429	0.2002939301	2201.912108
430	0.2001925806	2200.543247
431	0.2001854977	2200.185973
432	0.1999592161	2198.828562
433	0.1998518582	2198.559457
434	0.1998449582	2198.397708
435	0.1997595475	2196.981684
436	0.1997603934	2194.324724
437	0.1997243586	2193.78954
438	0.1994129021	2190.345047
439	0.1992163567	2188.113748
440	0.1991837117	2186.963185
441	0.1991809588	2186.238249
442	0.1993540702	2185.253717
443	0.1993230804	2185.215697
444	0.1993251924	2184.848251
445	0.1993609159	2184.699927
446	0.1991414681	2183.581988
447	0.1991220461	2183.459111
448	0.1990512032	2181.326291
449	0.1990494138	2180.88894
450	0.1989163457	2179.92881
451	0.1988879069	2179.009115
452	0.198877867	2178.636828
453	0.1988785014	2178.59756
454	0.1988337305	2178.386681
455	0.1988352381	2178.374041
456	0.1988459135	2176.920711
457	0.1986296901	2175.337409
458	0.198851305	2174.648774
459	0.1988733372	2174.044182
460	0.1986905589	2173.256186
461	0.198814068	2173.119171
462	0.198778453	2172.697832
463	0.1987693833	2172.624412
464	0.1987574033	2172.38243
465	0.1988990129	2172.223811
466	0.1988915465	2171.998426
467	0.1986022934	2171.161515
468	0.1986039369	2171.046912
469	0.1985234557	2169.446505
470	0.1985029027	2168.2338
471	0.1985000201	2168.062262
472	0.1984756395	2167.9387
473	0.1984694985	2166.950556
474	0.1984679079	2166.611837
475	0.1984187628	2166.451452
476	0.198411214	2166.436184
477	0.1985734406	2165.295058
478	0.1984562177	2164.557308
479	0.1984384775	2162.140934
480	0.1984476803	2162.122208
481	0.1984032362	2161.818659
482	0.1983950269	2161.552353
483	0.1983818979	2161.491573
484	0.198441216	2161.360674
485	0.1983153921	2161.219047
486	0.1980898095	2158.788826
487	0.1980651	2158.754586
488	0.1980596952	2158.728356
489	0.1978350669	2158.35267
490	0.1977511004	2157.394618
491	0.1976697336	2155.277679
492	0.1975990991	2153.618443
493	0.1975059311	2152.364339
494	0.1974875849	2151.716148
495	0.1974282567	2151.239063
496	0.1974422382	2151.205713
497	0.1974236998	2151.03037
498	0.1973298022	2150.76899
499	0.1972149253	2149.30967
500	0.1971203935	2148.732812
501	0.1970584045	2147.854485
502	0.197057699	2146.465653
503	0.1970444714	2144.72802
504	0.1970359133	2144.272129
505	0.1971080773	2143.970287
506	0.1971237164	2143.194689
507	0.1970959583	2142.138655
508	0.1970901844	2141.65927
509	0.196981758	2140.222635
510	0.1967471	2139.091982
511	0.1967814989	2138.182458
512	0.1967333812	2137.013601
513	0.1967120516	2136.901126
514	0.1965386815	2135.518625
515	0.1965219464	2134.449598
516	0.1964632228	2133.379204
517	0.1964329139	2132.392497
518	0.1964704958	2131.69432
519	0.1960907287	2130.150817
520	0.1960853225	2129.645056
521	0.1956974793	2127.803442
522	0.1956768228	2127.188495
523	0.1956674573	2127.036395
524	0.1956344118	2125.322225
525	0.1956192997	2124.351942
526	0.1955956209	2123.529786
527	0.1955014081	2122.539482
528	0.195484162	2121.734002
529	0.1954717181	2121.209055
530	0.1953785845	2119.443647
531	0.1953685205	2118.747748
532	0.195281749	2117.651156
533	0.1952512425	2117.112477
534	0.1952660857	2115.963908
535	0.1952888384	2115.679285
536	0.1952767241	2115.142798
537	0.1952590365	2114.922269
538	0.1952072165	2114.629591
539	0.1952191448	2114.422538
540	0.1953106791	2113.743394
541	0.1952716568	2113.14953
542	0.1952510285	2113.123169
543	0.1951835517	2112.792234
544	0.1952131469	2112.332791
545	0.1950452006	2112.123733
546	0.1950581435	2111.499719
547	0.1947585532	2111.219043
548	0.1947522009	2110.895735
549	0.1947656934	2110.17516
550	0.1947816465	2110.032421
551	0.194766379	2109.706901
552	0.1947699871	2108.673324
553	0.1947330261	2108.413943
554	0.1947172023	2107.704138
555	0.1946647156	2106.878646
556	0.1944648805	2106.342559
557	0.1943711163	2106.196531
558	0.194378743	2105.911369
559	0.1943605136	2105.070236
560	0.1943651683	2104.98626
561	0.1942145946	2103.885208
562	0.1942252667	2103.709506
563	0.1942601337	2103.344525
564	0.193967097	2102.595701
565	0.1937832503	2101.878948
566	0.1936480894	2100.956287
567	0.1936005869	2099.626798
568	0.1935819884	2099.435236
569	0.1935816669	2099.346351
570	0.1935649639	2099.217688
571	0.1935084897	2098.094461
572	0.1934139363	2097.472217
573	0.1933926293	2097.055894
574	0.1933913183	2097.021945
575	0.1933554629	2096.236846
576	0.1933687137	2096.139956
577	0.1933646597	2095.44708
578	0.1931235429	2093.97103
579	0.193046348	2093.195807
580	0.1930225023	2092.544914
581	0.1930109829	2091.74989
582	0.1929895693	2090.837429
583	0.1929806032	2090.801518
584	0.1928905337	2090.308351
585	0.1929079776	2089.976848
586	0.1927611999	2089.762683
587	0.1926658854	2088.988464
588	0.1926532736	2088.712522
589	0.1926232375	2088.184075
590	0.1924546955	2088.077573
591	0.1927458831	2087.748716
592	0.1928092854	2086.695152
593	0.1928163608	2086.29917
594	0.1927887452	2086.152942
595	0.1927699322	2086.110398
596	0.1927636058	2086.040691
597	0.1928268773	2085.523441
598	0.1928303964	2085.432997
599	0.192835205	2085.221867
600	0.1927701806	2084.524852
601	0.1927659901	2084.26122
602	0.1927235366	2082.629774
603	0.1926438566	2082.519312
604	0.1925825728	2082.347575
605	0.1924519929	2080.909151
606	0.1924440099	2080.836717
607	0.1924526665	2080.720281
608	0.1923439459	2078.958784
609	0.1923163339	2078.27959
610	0.1924120276	2078.225895
611	0.192449346	2076.243205
612	0.1924498038	2076.125789
613	0.1924418501	2075.304986
614	0.1924189261	2075.242683
615	0.1924202047	2074.842235
616	0.1924105323	2074.775388
617	0.1924200079	2074.629689
618	0.1924116659	2074.296957
619	0.1923955784	2074.199889
620	0.1923588769	2073.557322
621	0.1923288252	2073.371256
622	0.1920850996	2072.903576
623	0.1920011313	2071.782548
624	0.1919446166	2071.221221
625	0.1919079579	2070.976555
626	0.1919356817	2070.587641
627	0.1919244239	2069.726383
628	0.1919161622	2068.641503
629	0.1918270657	2068.324975
630	0.1918242779	2068.244385
631	0.1917962597	2068.176986
632	0.1916290226	2068.033942
633	0.1916262786	2067.926748
634	0.1915678401	2067.574767
635	0.1915882841	2067.512012
636	0.1912028815	2067.14862
637	0.1911440183	2066.972464
638	0.1910784276	2066.33871
639	0.1909447003	2065.209676
640	0.1909173608	2063.967646
641	0.1909157032	2063.960392
642	0.1908132265	2063.002734
643	0.1908798739	2062.583776
644	0.190876059	2062.404516
645	0.1908121191	2061.419224
646	0.1905540157	2060.545438
647	0.1905769755	2060.345736
648	0.1905533783	2058.541284
649	0.1904357792	2058.116407
650	0.1903850688	2057.872783
651	0.1903820913	2057.849018
652	0.1903535831	2057.663774
653	0.190343115	2057.460387
654	0.1903352761	2056.811324
655	0.1904455968	2056.446571
656	0.1904434921	2056.181624
657	0.1905923324	2055.924427
658	0.1906620334	2055.255677
659	0.1906131097	2054.937981
660	0.1905918566	2053.949793
661	0.1904338247	2052.936409
662	0.1904240124	2052.371089
663	0.1904075425	2052.285392
664	0.1904002531	2051.972939
665	0.190362117	2051.656272
666	0.1902001864	2051.37716
667	0.1902005397	2051.267182
668	0.1901913125	2050.950238
669	0.1901635763	2050.801713
670	0.1901191698	2050.307122
671	0.1900542161	2049.964096
672	0.1900468049	2049.819026
673	0.1898295469	2049.697961
674	0.1900346282	2048.363991
675	0.1900102318	2048.112604
676	0.1900097666	2048.097594
677	0.1900075103	2048.067653
678	0.189969351	2047.84199
679	0.1900014643	2046.952784
680	0.1899562179	2046.66132
681	0.1899653767	2045.704213
682	0.1901272667	2044.978461
683	0.1900227587	2044.076684
684	0.1899927328	2043.841116
685	0.1899916019	2043.799963
686	0.1900158612	2042.569082
687	0.1899395363	2041.991422
688	0.1899109943	2041.85023
689	0.1897152773	2041.655127
690	0.1897052992	2040.690352
691	0.1896915536	2039.792946
692	0.1896716538	2039.557438
693	0.1896645736	2039.237079
694	0.1895429817	2038.703101
695	0.1895377268	2038.31769
696	0.1894775202	2037.824209
697	0.1894875525	2037.804959
698	0.1894980701	2036.683612
699	0.1894163874	2036.069388
700	0.1893191087	2035.063704
701	0.1893136459	2034.849376
702	0.1893189905	2034.367394
703	0.1892307898	2033.750123
704	0.1892609205	2033.398641
705	0.1893421997	2032.926309
706	0.189327014	2032.743259
707	0.1892552443	2032.451664
708	0.1892604378	2032.225657
709	0.189172805	2031.577571
710	0.1891817526	2031.218973
711	0.1891388124	2030.712542
712	0.18910273	2028.93914
713	0.189085291	2028.18084
714	0.189040818	2027.303074
715	0.1889853672	2026.597324
716	0.1889794636	2025.902283
717	0.1889304562	2024.98884
718	0.188930717	2024.856217
719	0.1888958902	2023.90234
720	0.1888601811	2023.13946
721	0.1887282772	2022.868997
722	0.1887612487	2022.630622
723	0.1887343196	2022.37621
724	0.1886716112	2021.71568
725	0.1885449611	2021.375376
726	0.1878885427	2020.839463
727	0.1879136371	2020.475202
728	0.1878771415	2020.359613
729	0.1878989383	2020.223836
730	0.1878355069	2019.796572
731	0.1878276107	2019.210509
732	0.1877544346	2018.808944
733	0.1878202419	2018.225857
734	0.1878154988	2018.187762
735	0.1878147675	2018.170478
736	0.1877593676	2018.101875
737	0.1875579383	2017.412195
738	0.1872076364	2016.390586
739	0.1871434246	2016.151112
740	0.1871446598	2015.853544
741	0.1871279526	2015.324688
742	0.1871302513	2014.847939
743	0.1871369939	2014.838435
744	0.1871438692	2014.39718
745	0.1871688211	2013.806926
746	0.1871628446	2013.167561
747	0.1871502555	2012.820249
748	0.1871354294	2011.070069
749	0.1871778867	2010.831105
750	0.1871292812	2010.464707
751	0.1873170123	2010.143028
752	0.1873513748	2009.020047
753	0.1873541649	2008.027089
754	0.1873352355	2007.466927
755	0.1873340939	2006.95495
756	0.187301509	2006.419086
757	0.1871452087	2005.752723
758	0.1871853117	2004.944941
759	0.1871951025	2004.466513
760	0.187174499	2004.061772
761	0.1871607677	2003.012293
762	0.1871868943	2002.785904
763	0.1871871166	2002.745097
764	0.1871831262	2002.668394
765	0.1871777291	2002.645902
766	0.1871811305	2002.616415
767	0.1871895901	2002.330039
768	0.1871856144	2002.18135
769	0.187181909	2002.168501
770	0.1871809876	2002.093752
771	0.1872630726	2001.734432
772	0.1872699598	2001.726605
773	0.1872702369	2001.711074
774	0.1872656301	2001.698038
775	0.1873190195	2001.268793
776	0.1873094401	2001.081701
777	0.1872647829	2000.40025
778	0.1872581434	2000.085321
779	0.1872522578	1999.896405
780	0.1872500633	1999.868192
781	0.1872422088	1999.133481
782	0.1872334193	1998.847913
783	0.1872212493	1998.395773
784	0.187071808	1997.500153
785	0.1870583662	1997.357516
786	0.1870441362	1997.275754
787	0.1870458975	1996.801123
788	0.1869774858	1996.546188
789	0.1871314874	1996.402637
790	0.187127482	1996.169624
791	0.187114314	1994.917526
792	0.1872785522	1994.385752
793	0.18727806	1994.296776
794	0.1872785005	1994.225591
795	0.1872419472	1993.779435
796	0.1872280252	1993.238509
797	0.1871600039	1992.441161
798	0.1871196599	1992.388654
799	0.1872735315	1992.252184
800	0.1872436315	1991.307066
801	0.187318075	1990.00027
802	0.1872165336	1989.890508
803	0.1871389467	1989.674301
804	0.1872507374	1989.357107
805	0.1872443513	1989.321236
806	0.1872403522	1988.149509
807	0.1872018532	1987.628744
808	0.1871847136	1987.355663
809	0.187168992	1987.254237
810	0.1870949243	1986.719757
811	0.1870721909	1986.070551
812	0.1869773845	1985.056051
813	0.1869421255	1984.53937
814	0.1869065388	1983.910198
815	0.1869251769	1983.648811
816	0.1869103543	1983.193769
817	0.1868812821	1983.11289
818	0.186888278	1982.620292
819	0.1864759726	1982.353934
820	0.1864466006	1981.162385
821	0.1864252292	1981.047697
822	0.1864178123	1980.205787
823	0.1864055702	1979.9658
824	0.1863830381	1978.825476
825	0.1863794843	1978.770634
826	0.1862876822	1978.34644
827	0.1862327743	1978.016491
828	0.1862177818	1977.987472
829	0.1861715807	1977.018532
830	0.1861433166	1976.655427
831	0.1861219269	1976.39946
832	0.1861359607	1976.181339
833	0.1861940365	1975.412885
834	0.1861767244	1974.360748
835	0.1861841498	1974.164898
836	0.186157296	1973.45213
837	0.1861127722	1973.046841
838	0.186085994	1972.549612
839	0.1863514144	1972.385498
840	0.1862988016	1971.840954
841	0.1862757526	1971.106642
842	0.1862286611	1971.069487
843	0.1862175096	1970.886291
844	0.1858310587	1969.984793
845	0.185971561	1969.604364
846	0.1859650035	1969.521823
847	0.1859548808	1969.493142
848	0.1859492132	1969.476944
849	0.1858553723	1969.342262
850	0.1858269263	1968.982907
851	0.1857499612	1968.626458
852	0.1857179986	1968.315015
853	0.1856893951	1968.185296
854	0.1856680909	1968.157892
855	0.1856867431	1968.085716
856	0.1856535755	1967.840644
857	0.1855934339	1967.469486
858	0.1855459611	1967.146719
859	0.1855121713	1966.922557
860	0.1854321802	1966.177177
861	0.1853603388	1965.6915
862	0.1853190596	1965.401146
863	0.1853062231	1964.879032
864	0.1852893061	1964.08909
865	0.1852380359	1963.940908
866	0.1852211422	1963.103681
867	0.1852302217	1963.089313
868	0.1853340163	1962.61718
869	0.1853319058	1962.552685
870	0.1851599373	1960.938646
871	0.1850530502	1960.608096
872	0.1849247999	1960.274145
873	0.1848714965	1959.481889
874	0.1848242179	1959.185839
875	0.1842444415	1957.751134
876	0.184239566	1957.342459
877	0.1842347658	1957.234571
878	0.1842240846	1956.772213
879	0.1840701124	1956.024861
880	0.1839771553	1954.995968
881	0.1839642805	1954.792765
882	0.1839611876	1954.693703
883	0.1839569576	1954.663202
884	0.1840295754	1954.401616
885	0.1841676021	1953.800093
886	0.1840088864	1953.223916
887	0.1839216349	1953.070149
888	0.1838216449	1951.922068
889	0.1838463271	1951.747998
890	0.1838471187	1951.600066
891	0.1838360661	1951.451233
892	0.1837150393	1950.859422
893	0.1837056798	1950.761389
894	0.1836968141	1950.731133
895	0.1836908752	1950.717855
896	0.1832757031	1949.69843
897	0.1830990972	1949.295157
898	0.1830706857	1949.250142
899	0.1830697986	1949.057357
900	0.1830762348	1948.484894
901	0.1827473968	1947.511261
902	0.1827575387	1946.690055
903	0.1825444415	1945.925461
904	0.182617034	1944.596406
905	0.1826079864	1943.539833
906	0.1824394684	1942.739633
907	0.1824301556	1942.400571
908	0.1824072754	1942.187578
909	0.1823354081	1941.179717
910	0.1823498524	1940.664432
911	0.1823427702	1940.239004
912	0.1823033845	1939.772272
913	0.1822131833	1939.501824
914	0.1822038501	1939.010869
915	0.1822043953	1938.80055
916	0.1822165328	1938.284939
917	0.1821023133	1937.712006
918	0.1821760092	1936.179935
919	0.1821605351	1935.594884
920	0.1820969933	1934.833617
921	0.1820829657	1933.858891
922	0.1820858585	1933.231005
923	0.1820956056	1933.216626
924	0.1821756075	1932.625002
925	0.182122736	1931.903945
926	0.1821193953	1930.966127
927	0.182101573	1930.673375
928	0.182226833	1930.310986
929	0.1822312182	1929.788891
930	0.1821639514	1929.091996
931	0.1819553641	1927.714541
932	0.1818928998	1926.528141
933	0.181851812	1925.698568
934	0.1814328045	1925.447265
935	0.1814100902	1925.076266
936	0.1813777825	1924.544278
