iter	RMSE
468	94.74508908
469	94.68678474
470	94.66469025
471	94.63011721
472	94.60177537
473	94.52675486
474	94.5112591
475	94.45764553
476	94.41686631
477	94.33782781
478	94.26989571
479	94.21481527
480	94.15617223
481	94.07731668
482	94.02011045
483	93.98077772
484	93.91475751
485	93.87057763
486	93.81327494
487	93.76035606
488	93.70884815
489	93.68331097
490	93.62987673
491	93.59349755
492	93.55261831
493	93.53300177
494	93.4954592
495	93.44439142
496	93.39908679
497	93.33656463
498	93.27948222
499	93.25923568
500	93.23828133
501	93.19352034
502	93.1504579
503	93.12837626
504	93.09013471
505	93.03042499
506	92.98966372
507	92.9706373
508	92.93556112
509	92.88003071
510	92.85632863
511	92.83933512
512	92.74320285
513	92.66623933
514	92.60080306
515	92.57406662
516	92.53306937
517	92.50006405
518	92.45903932
519	92.38887362
520	92.34195619
521	92.32248312
522	92.27256401
523	92.23790596
524	92.20322548
525	92.16143741
526	92.05804532
527	91.98622471
528	91.94579365
529	91.90820019
530	91.86872967
531	91.80622619
532	91.7694682
533	91.72256424
534	91.6506484
535	91.59683175
536	91.5267283
537	91.45842165
538	91.41466636
539	91.38590954
540	91.34346894
541	91.28754783
542	91.25921234
543	91.22437421
544	91.18425693
545	91.11609957
546	91.08567289
547	91.04426363
548	90.97601228
549	90.92323564
550	90.90602259
551	90.83344899
552	90.75334914
553	90.71429443
554	90.67380339
555	90.63155334
556	90.56845952
557	90.54427705
558	90.50849753
559	90.46748627
560	90.42735832
561	90.37736101
562	90.33245908
563	90.28724897
564	90.24990038
565	90.19608403
566	90.16996913
567	90.11800471
568	90.09375648
569	90.04484887
570	90.01137277
571	89.97234446
572	89.92625165
573	89.8845417
574	89.85434205
575	89.81576262
576	89.78680622
577	89.75034588
578	89.69548554
579	89.6381584
580	89.61780358
581	89.57260476
582	89.50822011
583	89.47389512
584	89.43834195
585	89.40784073
586	89.36416998
587	89.34389056
588	89.30106407
589	89.25756119
590	89.21113625
591	89.15764538
592	89.07176252
593	89.04594382
594	89.0066918
595	88.96491165
596	88.91591287
597	88.88124495
598	88.83910815
599	88.79617108
600	88.76291774
601	88.7445785
602	88.70583868
603	88.68354326
604	88.65322587
605	88.61133787
606	88.58177298
607	88.53776271
608	88.50354186
609	88.48372631
610	88.4495218
611	88.41978691
612	88.39297847
613	88.34751747
614	88.32345739
615	88.31180457
616	88.26528647
617	88.18623286
618	88.17154735
619	88.15043513
620	88.11758041
621	88.10161268
622	88.07833761
623	88.02638102
624	87.9872921
625	87.97353102
626	87.94328701
627	87.90710114
628	87.86456295
629	87.83644885
630	87.79486095
631	87.76813908
632	87.74233443
633	87.72804229
634	87.69281105
635	87.6592943
636	87.62119428
637	87.58261573
638	87.55521077
639	87.49140922
640	87.43342223
641	87.40881945
642	87.36466111
643	87.34095762
644	87.29827305
645	87.25979593
646	87.23225729
647	87.17770837
648	87.16478556
649	87.14816407
650	87.12639061
651	87.07818977
652	87.02276515
653	86.98028848
654	86.95297482
655	86.90131163
656	86.87751087
657	86.86501931
658	86.84711123
659	86.78986355
660	86.74726885
661	86.72095112
662	86.69599197
663	86.68510302
664	86.66345242
665	86.62685147
666	86.61012447
667	86.55231526
668	86.52536104
669	86.50666822
670	86.49098656
671	86.46466711
672	86.41603717
673	86.38018655
674	86.33108145
675	86.29921436
676	86.28525871
677	86.25346236
678	86.21564475
679	86.18334414
680	86.14687163
681	86.11675224
682	86.10360343
683	86.08462398
684	86.06521923
685	86.0363186
686	86.02376394
687	86.00116125
688	85.97285545
689	85.93521758
690	85.89581939
691	85.86335463
692	85.84241034
693	85.81782049
694	85.77599039
695	85.73431383
696	85.7126918
697	85.67816079
698	85.64350597
699	85.629567
700	85.5775589
701	85.562018
702	85.51591505
703	85.49859542
704	85.46723501
705	85.44027392
706	85.42710325
707	85.38613974
708	85.34918139
709	85.32720793
710	85.29163741
711	85.26464821
712	85.22724087
713	85.21351973
714	85.18980283
715	85.14472248
716	85.1143874
717	85.05627456
718	85.0386271
719	85.00357403
720	84.98835163
721	84.97807368
722	84.94539742
723	84.91341246
724	84.87426213
725	84.85756377
726	84.81464543
727	84.77863742
728	84.76263451
729	84.72855994
730	84.68411625
731	84.65879719
732	84.63374761
733	84.58399757
734	84.54631799
735	84.51968485
736	84.51055128
737	84.47714519
738	84.45688031
739	84.44080424
740	84.4052334
741	84.39212054
742	84.35475344
743	84.32712965
744	84.30085214
745	84.26532022
746	84.25469384
747	84.23125063
748	84.2103013
749	84.171814
750	84.14219329
751	84.12766534
752	84.10362366
753	84.07382151
754	84.0578351
755	84.04564675
756	84.02168075
757	84.0125981
758	83.99826165
759	83.97100688
760	83.94690827
761	83.92029852
762	83.89734072
763	83.87382411
764	83.85541655
765	83.83069111
766	83.81829234
767	83.7808343
768	83.75629234
769	83.72441348
770	83.69580775
771	83.662957
772	83.64742594
773	83.62029601
774	83.59905019
775	83.56710523
776	83.53952159
777	83.48947435
778	83.46015706
779	83.44036251
780	83.41187523
781	83.38991479
782	83.37347061
783	83.33836829
784	83.29559142
785	83.25234559
786	83.21377314
787	83.18798907
788	83.17038782
789	83.14536853
790	83.12578786
791	83.10083141
792	83.06019544
793	83.02089988
794	82.99717354
795	82.96794846
796	82.92733144
797	82.91492465
798	82.9018897
799	82.85391242
800	82.83357094
801	82.80181995
802	82.78398988
803	82.76915851
804	82.74045165
805	82.71611078
806	82.6939435
807	82.67995962
808	82.66541024
809	82.64223808
810	82.60738744
811	82.58623102
812	82.55695276
813	82.48668304
814	82.45796091
815	82.42533203
816	82.38966441
817	82.37028819
818	82.34830861
819	82.32135808
820	82.29284882
821	82.27376591
822	82.23840423
823	82.21588578
824	82.18700397
825	82.17773235
826	82.16271389
827	82.15445964
828	82.14101713
829	82.1101355
830	82.09241528
831	82.08150774
832	82.05477036
833	82.01574377
834	81.99188967
835	81.96906464
836	81.95259043
837	81.93570165
838	81.92747173
839	81.89352848
840	81.88141421
841	81.85962676
842	81.82815886
843	81.80561303
844	81.79021805
845	81.76871371
846	81.7526878
847	81.73410964
848	81.70330218
849	81.67600485
850	81.65689075
851	81.64226573
852	81.62681616
853	81.60266727
854	81.58414874
855	81.56937572
856	81.54284998
857	81.52167502
858	81.50130797
859	81.46637324
860	81.43358952
861	81.41080384
862	81.38294627
863	81.36711027
864	81.34123954
865	81.32445362
866	81.27468019
867	81.25319698
868	81.23308264
869	81.20659407
870	81.19166871
871	81.17603399
872	81.16476128
873	81.14595039
874	81.12187582
875	81.10959096
876	81.09883059
877	81.0725125
878	81.04468194
879	81.02278424
880	81.0024437
881	80.98976207
882	80.96473891
883	80.93057471
884	80.91221672
885	80.88489903
886	80.86993146
887	80.85377719
888	80.82500032
889	80.80962913
890	80.79322983
891	80.77222864
892	80.74862651
893	80.73557257
894	80.7188385
895	80.69803864
896	80.67149647
897	80.63836654
898	80.61543785
899	80.60803753
900	80.59588755
901	80.56405748
902	80.53987145
903	80.5229793
904	80.50635342
905	80.48282394
906	80.45845346
907	80.42928963
908	80.41024429
909	80.39200695
910	80.36916019
911	80.35134224
912	80.33244702
913	80.30645321
914	80.29236464
915	80.27506744
916	80.24506116
917	80.2256026
918	80.20959258
919	80.18138946
920	80.16815788
921	80.14050842
922	80.12565936
923	80.11875434
924	80.10029573
925	80.08468747
926	80.07117892
927	80.04844737
928	80.04141283
929	79.98279283
930	79.97310866
931	79.94887148
932	79.93464202
933	79.91014035
934	79.89441518
935	79.88092494
936	79.86635314
937	79.84354247
938	79.81909653
939	79.79705901
940	79.74324757
941	79.72161064
942	79.70316614
943	79.67985406
944	79.67150178
945	79.65697423
946	79.63967735
947	79.62811787
948	79.61104025
949	79.6021582
950	79.56867084
951	79.55161602
952	79.52764355
953	79.51419346
954	79.50443942
955	79.48399333
956	79.4725039
957	79.45795722
958	79.45173053
959	79.43979934
960	79.42385736
961	79.41109764
962	79.39717313
963	79.37817697
964	79.35665214
965	79.34112236
966	79.32485817
967	79.3050956
968	79.27288615
969	79.24813103
970	79.22440417
971	79.20960205
972	79.20301862
973	79.17283718
974	79.14519771
975	79.13770179
976	79.11315005
977	79.10452609
978	79.09375303
979	79.08187078
980	79.07140767
981	79.05434507
982	79.02960056
983	79.00789075
984	78.99285515
985	78.96540662
986	78.91620868
987	78.90760869
988	78.89996595
989	78.85859464
990	78.83642904
991	78.81810396
992	78.80863696
993	78.79080558
994	78.77178334
995	78.75840403
996	78.72932525
997	78.71661673
998	78.70637119
999	78.68128519
